genre,movie_id,movie_title,year,tmdb_id,director,actor1,actor2
Drama,1097,"Hate (Haine, La) ",1996,28121,Martin Lawrence,Lynn Whitfield,Martin Lawrence
Comedy,1098,Flirting With Disaster ,1996,2074,David O. Russell,Ben Stiller,Patricia Arquette
Drama,1099,"Red Firecracker, Green Firecracker ",1994,159185,He Ping,Ning Jing,Wu Gang
Comedy Drama Romance,1100,What Happened Was... ,1994,83718,Tom Noonan,Karen Sillas,Tom Noonan
Drama Mystery,1101,Six Degrees of Separation ,1993,23210,Fred Schepisi,Will Smith,Donald Sutherland
Comedy Romance,1102,Two Much ,1996,46029,Fernando Trueba,Antonio Banderas,Melanie Griffith
Comedy Drama,1103,Trust ,1990,37291,Hal Hartley,Adrienne Shelly,Martin Donovan
Comedy Crime Drama,1104,C'est arrivé près de chez vous ,1992,-1,,,
Action Adventure Thriller,1105,Firestorm ,1998,41417,Dean Semler,Howie Long,Scott Glenn
Crime Drama,1106,"Newton Boys, The ",1998,42807,Richard Linklater,Matthew McConaughey,Skeet Ulrich
Drama,1107,Beyond Rangoon ,1995,1873,John Boorman,Patricia Arquette,Frances McDormand
Drama,1108,Feast of July ,1995,259209,Christopher Menaul,Embeth Davidtz,Tom Bell
Drama Thriller,1109,Death and the Maiden ,1994,10531,Roman Polański,Sigourney Weaver,Ben Kingsley
Action Comedy Musical Sci-Fi,1110,Tank Girl ,1995,9067,Rachel Talalay,Lori Petty,Ice-T
Drama,1111,Double Happiness ,1996,60855,Mina Shum,Sandra Oh,Stephen Chang
Drama,1112,Cobb ,1994,29973,Ron Shelton,Tommy Lee Jones,Robert Wuhl
Drama,1113,Mrs. Parker and the Vicious Circle ,1994,23333,Alan Rudolph,Jennifer Jason Leigh,Campbell Scott
Comedy,1114,Faithful ,1996,47502,Paul Mazursky,Cher,Chazz Palminteri
Comedy Drama Romance,1115,Twelfth Night ,1996,44705,Trevor Nunn,Helena Bonham Carter,Richard E. Grant
Adventure,1116,"Mark of Zorro, The ",1940,32093,Rouben Mamoulian,Tyrone Power,Linda Darnell
Drama,1117,Surviving Picasso ,1996,41843,James Ivory,Anthony Hopkins,Natascha McElhone
Comedy,1118,Up in Smoke ,1978,11455,Lou Adler,Cheech Marin,Tommy Chong
Drama Romance,1119,Some Kind of Wonderful ,1987,15143,Howard Deutch,Eric Stoltz,Mary Stuart Masterson
Comedy,1120,I'm Not Rappaport ,1996,61536,Herb Gardner,Walter Matthau,Ossie Davis
Drama Musical,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1996,5967,Jacques Demy,Catherine Deneuve,Nino Castelnuovo
Crime Drama,1122,They Made Me a Criminal ,1939,26378,Busby Berkeley,John Garfield,The 'Dead End' Kids
Drama,1123,"Last Time I Saw Paris, The ",1954,57575,Richard Brooks,Elizabeth Taylor,Van Johnson
Romance War,1124,"Farewell to Arms, A ",1932,22649,Frank Borzage,Helen Hayes,Gary Cooper
Thriller,1125,"Innocents, The ",1961,16372,Jack Clayton,Deborah Kerr,Peter Wyngarde
Adventure Drama,1126,"Old Man and the Sea, The ",1958,11331,John Sturges,Spencer Tracy,Felipe Pazos
Drama,1127,"Truman Show, The ",1998,37165,Peter Weir,Jim Carrey,Laura Linney
Documentary,1128,Heidi Fleiss: Hollywood Madam (,1996,63076,Nick Broomfield,Nick Broomfield,Heidi Fleiss
Drama Mystery Romance,1129,Chungking Express ,1996,11104,Wong Kar-wai,Brigitte Lin,Tony Leung Chiu-Wai
Documentary,1130,Jupiter's Wife ,1996,290157,Michel Negroponte,Maggie Cogan,
Thriller,1131,Safe ,1995,32646,Todd Haynes,Julianne Moore,Xander Berkeley
Drama Romance,1132,Feeling Minnesota ,1996,12656,Steven Baigelman,Keanu Reeves,Cameron Diaz
Adventure Children's Fantasy,1133,Escape to Witch Mountain ,1975,14821,John Hough,Kim Richards,Ray Milland
Drama,1134,Get on the Bus ,1996,49471,Spike Lee,Ossie Davis,Charles S. Dutton
Drama Musical,1135,"Doors, The ",1991,10537,Oliver Stone,Val Kilmer,Meg Ryan
Drama,1136,Ghosts of Mississippi ,1996,31908,Rob Reiner,Alec Baldwin,James Woods
Drama Romance,1137,Beautiful Thing ,1996,10938,Hettie MacDonald,Linda Henry,Glen Berry
Action Comedy Crime Drama,1138,Best Men ,1997,19952,Tamra Davis,Dean Cain,Andy Dick
Action Crime Thriller,1139,Hackers ,1995,10428,Iain Softley,Jonny Lee Miller,Angelina Jolie
Comedy,1140,"Road to Wellville, The ",1994,10467,Alan Parker,Anthony Hopkins,Bridget Fonda
Documentary,1141,"War Room, The ",1993,26408,Chris Hegedus,James Carville,George Stephanopoulos
Documentary,1142,When We Were Kings ,1997,10548,Leon Gast,Muhammad Ali,George Foreman
Crime Thriller,1143,Hard Eight ,1997,8052,Paul Thomas Anderson,Philip Baker Hall,Gwyneth Paltrow
Drama,1144,"Quiet Room, The ",1997,88423,Rolf de Heer,Celine O'Leary,Paul Blackwell
Drama,1145,Blue Chips ,1994,19819,William Friedkin,Nick Nolte,Shaquille O'Neal
Drama,1146,Calendar Girl ,1993,117553,John Whitesell,Jason Priestley,Gabriel Olds
Drama,1147,My Family ,1995,38722,Gregory Nava,Edward James Olmos,Jimmy Smits
Drama,1148,Tom & Viv ,1994,46797,Brian Gilbert,Willem Dafoe,Miranda Richardson
Drama,1149,Walkabout ,1971,36040,Nicolas Roeg,Jenny Agutter,Luc Roeg
Drama,1150,Last Dance ,1996,46063,Bruce Beresford,Sharon Stone,Rob Morrow
Crime,1151,Original Gangstas ,1996,40507,Larry Cohen,Fred Williamson,Pam Grier
Romance War,1152,In Love and War ,1997,110644,James Tyler,James Tyler,Miki O'Brien
Drama Musical,1153,Backbeat ,1993,12635,Iain Softley,Stephen Dorff,Ian Hart
Sci-Fi,1154,Alphaville ,1965,8072,Jean-Luc Godard,Eddie Constantine,Anna Karina
Comedy Romance,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) ",1996,77056,Éric Rohmer,Clara Bellar,Antoine Basler
Crime Drama,1156,Cyclo ,1996,38366,Leonardo Pieraccioni,Leonardo Pieraccioni,Lorena Forteza
Horror,1157,"Relic, The ",1997,11015,Peter Hyams,Penelope Ann Miller,Tom Sizemore
Drama,1158,"Fille seule, La (A Single Girl) ",1996,102461,Benoît Jacquot,Virginie Ledoyen,Benoît Magimel
Mystery Sci-Fi,1159,Stalker ,1979,1398,Andrei Tarkovsky,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn
Drama Romance,1160,Love! Valour! Compassion! ,1997,64802,Joe Mantello,Jason Alexander,John Glover
Action Drama,1161,Palookaville ,1996,37616,Alan Taylor,William Forsythe,Vincent Gallo
Comedy,1162,Phat Beach ,1996,92381,Doug Ellin,Jermaine 'Huggy' Hopkins,Claudia Kaleem
Drama,1163,"Portrait of a Lady, The ",1996,36758,Jane Campion,Nicole Kidman,John Malkovich
Children's,1164,Zeus and Roxanne ,1997,42424,George T. Miller,Steve Guttenberg,Kathleen Quinlan
Comedy Drama,1165,Big Bully ,1996,36929,Steve Miner,Rick Moranis,Tom Arnold
Comedy,1166,Love & Human Remains ,1993,27804,Peter Bogdanovich,River Phoenix,Samantha Mathis
Comedy,1167,"Sum of Us, The ",1994,36614,Kevin Dowling,Jack Thompson,Russell Crowe
Drama,1168,Little Buddha ,1993,1689,Bernardo Bertolucci,Keanu Reeves,Bridget Fonda
Drama,1169,Fresh ,1994,13815,Boaz Yakin,Sean Nelson,Giancarlo Esposito
Comedy Drama,1170,Spanking the Monkey ,1994,17600,David O. Russell,Jeremy Davies,Benjamin Hendrickson
Drama,1171,Wild Reeds ,1994,26933,André Téchiné,Gaël Morel,Élodie Bouchez
Comedy,1172,"Women, The ",1939,22490,George Cukor,Norma Shearer,Joan Crawford
Drama Romance,1173,Bliss ,1997,63945,Lance Young,Craig Sheffer,Sheryl Lee
Drama Thriller,1174,Caught ,1996,47260,Robert M. Young,Edward James Olmos,María Conchita Alonso
Romance,1175,Hugo Pool ,1997,32332,Robert Downey Sr.,Alyssa Milano,Patrick Dempsey
Drama War,1176,Welcome To Sarajevo ,1997,14905,Michael Winterbottom,Stephen Dillane,Woody Harrelson
Comedy,1177,Dunston Checks In ,1996,17414,Ken Kwapis,Jason Alexander,Faye Dunaway
Comedy,1178,Major Payne ,1994,11008,Nick Castle,Damon Wayans,Orlando Brown
Comedy,1179,Man of the House ,1995,40490,James Orr,Farrah Fawcett,Chevy Chase
Action Comedy,1180,I Love Trouble ,1994,10879,Charles Shyer,Nick Nolte,Saul Rubinek
Action Comedy,1181,"Low Down Dirty Shame, A ",1994,26352,Keenen Ivory Wayans,Keenen Ivory Wayans,Charles S. Dutton
Comedy,1182,Cops and Robbersons ,1994,26261,Michael Ritchie,Chevy Chase,Jack Palance
Action Comedy,1183,"Cowboy Way, The ",1994,19176,Gregg Champion,Woody Harrelson,Kiefer Sutherland
Documentary,1184,"Endless Summer 2, The ",1994,24257,Bruce Brown,,
Comedy War,1185,In the Army Now ,1994,12475,Daniel Petrie Jr.,Pauly Shore,Andy Dick
Comedy Drama,1186,"Inkwell, The ",1994,59930,Matty Rich,Larenz Tate,Joe Morton
Crime,1187,Switchblade Sisters ,1975,52633,Jack Hill ,Joanne Nail,Robbie Lee
Action Comedy Western,1188,Young Guns II ,1990,9086,Geoff Murphy,Emilio Estevez,Kiefer Sutherland
Drama,1189,Prefontaine ,1997,26306,Steve James,Jared Leto,R. Lee Ermey
Comedy Romance,1190,That Old Feeling ,1997,25796,Carl Reiner,Dennis Farina,Paula Marshall
Crime Drama,1191,"Letter From Death Row, A ",1998,43911,Bret Michaels,Bret Michaels,Martin Sheen
Drama,1192,"Boys of St. Vincent, The ",1993,32119,John N. Smith,Henry Czerny,Johnny Morina
Drama,1193,Before the Rain (Pred dozhdot) ,1994,19155,Milcho Manchevski,Katrin Cartlidge,Rade Serbedzija
Crime Drama,1194,Once Were Warriors ,1994,527,Lee Tamahori,Rena Owen,Temuera Morrison
Drama,1195,Strawberry and Chocolate (Fresa y chocolate) ,1993,12527,Tomás Gutiérrez Alea,Jorge Perugorría,Vladimir Cruz
Drama,1196,"Savage Nights (Nuits fauves, Les) ",1992,41878,Cyril Collard,Cyril Collard,Romane Bohringer
Comedy Drama,1197,"Family Thing, A ",1996,41852,Richard Pearce,Robert Duvall,James Earl Jones
Crime Thriller,1198,Purple Noon ,1960,10363,René Clément,Alain Delon,Maurice Ronet
Comedy Horror,1199,Cemetery Man (Dellamorte Dellamore) ,1996,21588,Michele Soavi,Rupert Everett,François Hadji-Lazaro
Children's Drama,1200,Kim ,1950,110465,Victor Saville,Errol Flynn,Dean Stockwell
Documentary,1201,Marlene Dietrich: Shadow and Light (,1996,-1,,,
Comedy,1202,"Maybe, Maybe Not (Bewegte Mann, Der) ",1996,159,Sönke Wortmann,Til Schweiger,Katja Riemann
Comedy Musical Romance,1203,Top Hat ,1935,3080,Mark Sandrich,Fred Astaire,Ginger Rogers
Comedy Drama War,1204,To Be or Not to Be ,1942,198,Ernst Lubitsch,Carole Lombard,Jack Benny
Drama,1205,"Secret Agent, The ",1996,47199,Christopher Hampton,Bob Hoskins,Patricia Arquette
Comedy,1206,Amos & Andrew ,1993,31000,E. Max Frye,Samuel L. Jackson,Nicolas Cage
Thriller,1207,Jade ,1995,11863,William Friedkin,David Caruso,Linda Fiorentino
Crime Drama Thriller,1208,Kiss of Death ,1995,6071,Barbet Schroeder,David Caruso,Samuel L. Jackson
Comedy,1209,Mixed Nuts ,1994,24070,Nora Ephron,Steve Martin,Madeline Kahn
Sci-Fi Thriller,1210,Virtuosity ,1995,9271,Brett Leonard,Denzel Washington,Russell Crowe
Drama Romance,1211,Blue Sky ,1994,57834,Tony Richardson,Jessica Lange,Tommy Lee Jones
Drama Mystery Romance,1212,Flesh and Bone ,1993,18551,Steve Kloves,Meg Ryan,Dennis Quaid
Crime Drama Thriller,1213,Guilty as Sin ,1993,4916,Sidney Lumet,Rebecca De Mornay,Don Johnson
Drama,1214,In the Realm of the Senses (Ai no corrida) ,1976,5879,Nagisa Ōshima,Eiko Matsuda,Tatsuya Fuji
Action Sci-Fi,1215,Barb Wire ,1996,11867,David Hogan,Pamela Anderson,Temuera Morrison
Romance,1216,Kissed ,1997,21626,Lynne Stopkewich,Molly Parker,Peter Outerbridge
Thriller,1217,Assassins ,1995,9691,Richard Donner,Sylvester Stallone,Antonio Banderas
Comedy,1218,Friday ,1995,10634,F. Gary Gray,Ice Cube,Chris Tucker
Animation Children's Comedy Romance,1219,"Goofy Movie, A ",1995,15789,Kevin Lima,Bill Farmer,Jason Marsden
Drama,1220,Higher Learning ,1995,16295,John Singleton,Omar Epps,Kristy Swanson
Drama,1221,When a Man Loves a Woman ,1994,10449,Luis Mandoki,Andy García,Meg Ryan
Action,1222,Judgment Night ,1993,6,Stephen Hopkins,Emilio Estevez,Cuba Gooding Jr.
Drama,1223,King of the Hill ,1993,34024,Steven Soderbergh,Jesse Bradford,Jeroen Krabbé
Drama,1224,"Scout, The ",1994,35233,Michael Ritchie,Brendan Fraser,Albert Brooks
Comedy,1225,Angus ,1995,25969,Patrick Read Johnson,Perry Anzilotti,Kathy Bates
Crime Drama,1226,Night Falls on Manhattan ,1997,46027,Sidney Lumet,Andy García,Ian Holm
Drama,1227,"Awfully Big Adventure, An ",1995,22279,Mike Newell,Alan Rickman,Hugh Grant
Action,1228,Under Siege 2: Dark Territory ,1995,3512,Geoff Murphy,Steven Seagal,Eric Bogosian
Drama Thriller,1229,Poison Ivy II ,1995,9264,Katt Shea,Drew Barrymore,Sara Gilbert
Comedy,1230,Ready to Wear (Pret-A-Porter) ,1994,3586,Robert Altman,Marcello Mastroianni,Sophia Loren
Action Drama,1231,Marked for Death ,1990,10173,Dwight H. Little,Steven Seagal,Basil Wallace
Documentary,1232,Madonna: Truth or Dare ,1991,10174,Alek Keshishian,Madonna,Al Pacino
Drama,1233,Nénette et Boni ,1996,-1,,,
Comedy,1234,Chairman of the Board ,1998,31535,Alex Zamm,Scott 'Carrot Top' Thompson,Courtney Thorne-Smith
Crime,1235,"Big Bang Theory, The ",1994,-1,,,
Drama,1236,"Other Voices, Other Rooms ",1997,64562,David Rocksavage,Lothaire Bluteau,Anna Levine
Comedy Drama,1237,Twisted ,1996,52537,Seth Michael Donsky,Ray Aranha,Keivyn McNeill Grayes
Drama,1238,Full Speed ,1996,12799,Gaël Morel,Élodie Bouchez,Stéphane Rideau
Action Adventure Romance,1239,Cutthroat Island ,1995,1408,Renny Harlin,Geena Davis,Matthew Modine
Animation Sci-Fi,1240,Ghost in the Shell (Kokaku kidotai) ,1996,9323,Mamoru Oshii,Atsuko Tanaka,Akio Otsuka
Comedy Drama,1241,"Van, The ",1997,11844,Stephen Frears,Colm Meaney,Donal O'Kelly
Comedy,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",1991,78285,Laurent Heynemann  ,Jeanne Moreau,Michel Serrault
Horror,1243,Night Flier ,1998,12238,Mark Pavia,Miguel Ferrer,Julie Entwisle
Action,1244,Metro ,1997,8860,Thomas Carter,Eddie Murphy,Kim Miyori
Crime,1245,Gridlock'd ,1997,12489,Vondie Curtis-Hall,Tupac Amaru Shakur,Tim Roth
Comedy,1246,Bushwhacked ,1995,26258,Greg Beeman,Daniel Stern,Jon Polito
Western,1247,Bad Girls ,1994,11853,Jonathan Kaplan,Madeleine Stowe,Mary Stuart Masterson
Thriller,1248,Blink ,1994,26203,Michael Apted,Madeleine Stowe,Aidan Quinn
Comedy,1249,For Love or Money ,1993,9024,Barry Sonnenfeld,Michael J. Fox,Gabrielle Anwar
Action,1250,Best of the Best 3: No Turning Back ,1995,36555,Phillip Rhee,Phillip Rhee,Christopher McDonald
Comedy,1251,A Chef in Love ,1997,105763,Nana Dzhordzhadze,Pierre Richard,Micheline Presle
Drama,1252,"Contempt (Mépris, Le) ",1997,489289,Kwak Seung-min,,
Thriller,1253,"Tie That Binds, The ",1995,79593,Wesley Strick,Daryl Hannah,Keith Carradine
Comedy,1254,Gone Fishin' ,1997,9054,Christopher Cain,Joe Pesci,Danny Glover
Drama,1255,Broken English ,1997,124680,Gregor Nicholas,Rade Serbedzija,Aleksandra Vujcic
Drama,1256,"Designated Mourner, The ",1997,125021,David Hare,Mike Nichols,Miranda Richardson
Drama,1257,"Designated Mourner, The ",1997,125021,David Hare,Mike Nichols,Miranda Richardson
Comedy Romance,1258,Trial and Error ,1997,17770,Jonathan Lynn,Jeff Daniels,Charlize Theron
Comedy Romance,1259,Pie in the Sky ,1996,110972,Bryan Gordon,Josh Charles,Anne Heche
Drama,1260,Total Eclipse ,1995,36834,Agnieszka Holland,Leonardo DiCaprio,David Thewlis
Drama,1261,"Run of the Country, The ",1995,221917,Peter Yates,Albert Finney,Matt Keeslar
Romance,1262,Walking and Talking ,1996,49963,Nicole Holofcener,Catherine Keener,Anne Heche
Drama,1263,Foxfire ,1996,18555,Annette Haywood-Carter,Angelina Jolie,Hedy Burress
Drama,1264,Nothing to Lose ,1996,11676,Steve Oedekerk,Tim Robbins,Martin Lawrence
Drama,1265,Star Maps ,1997,108401,Miguel Arteta,Douglas Spain,Efrain Figueroa
Drama,1266,Bread and Chocolate (Pane e cioccolata) ,1973,51242,Franco Brusati,Nino Manfredi,Johnny Dorelli
Drama,1267,Clockers ,1995,20649,Spike Lee,Harvey Keitel,John Turturro
Drama,1268,Bitter Moon ,1992,10497,Roman Polański,Hugh Grant,Kristin Scott Thomas
Comedy Romance,1269,Love in the Afternoon ,1957,18299,Billy Wilder,Gary Cooper,Audrey Hepburn
Comedy,1270,Life with Mikey ,1993,42580,James Lapine,Michael J. Fox,Christina Vidal
Comedy,1271,North ,1994,31586,Rob Reiner,Elijah Wood,Jason Alexander
Comedy Drama,1272,Talking About Sex ,1994,-1,,,
Drama Thriller,1273,Color of Night ,1994,2124,Richard Rush,Bruce Willis,Jane March
Sci-Fi Thriller,1274,Robocop 3 ,1993,5550,Fred Dekker,Robert John Burke,Nancy Allen
Thriller,1275,Killer (Bulletproof Heart) ,1994,399402,Donovan Marsh,Gerard Butler,Common
Drama,1276,Sunset Park ,1996,29649,Steve Gomer,Rhea Perlman,Fredro Starr
Action Crime,1277,Set It Off ,1996,9400,F. Gary Gray,Jada Pinkett Smith,Queen Latifah
Drama Musical,1278,Selena ,1997,16052,Gregory Nava,Jennifer Lopez,Edward James Olmos
Adventure Children's,1279,Wild America ,1997,38225,William Dear,Jonathan Taylor Thomas,Scott Bairstow
Crime,1280,Gang Related ,1997,14398,Jim Kouf,James Belushi,Tupac Amaru Shakur
Drama,1281,Manny & Lo ,1996,88224,Lisa Krueger,Mary Kay Place,Scarlett Johansson
Drama,1282,"Grass Harp, The ",1996,46732,Charles Matthau,Piper Laurie,Sissy Spacek
Comedy,1283,Out to Sea ,1997,18080,Martha Coolidge,Jack Lemmon,Walter Matthau
Drama Mystery,1284,Before and After ,1996,43566,Barbet Schroeder,Meryl Streep,Liam Neeson
Drama,1285,Princess Caraboo ,1994,37345,Michael Austin,Jim Broadbent,Phoebe Cates
Comedy Musical Romance,1286,Shall We Dance? ,1937,31530,Mark Sandrich,Fred Astaire,Ginger Rogers
Comedy,1287,Ed ,1996,32308,Bill Couturié,Matt LeBlanc,Jack Warden
Comedy,1288,Denise Calls Up ,1996,47449,Hal Salwen,Tim Daly,Caroleen Feeney
Romance,1289,Jack and Sarah ,1996,2021,Tim Sullivan,Richard E. Grant,Samantha Mathis
Drama Romance,1290,Country Life ,1994,124460,Michael Blakemore,Greta Scacchi,Kerry Fox
Comedy,1291,Celtic Pride ,1996,23449,Tom DeCerchio,Damon Wayans,Daniel Stern
Children's Fantasy,1292,"Simple Wish, A ",1997,17834,Michael Ritchie,Martin Short,Kathleen Turner
Adventure Children's Fantasy Sci-Fi,1293,Star Kid ,1998,54007,Manny Coto,Joseph Mazzello,Richard Gilliland
Documentary,1294,Ayn Rand: A Sense of Life ,1998,49645,Michael Paxton,,
Comedy Drama,1295,Kicked in the Head ,1997,56651,Matthew Harrison,Kevin Corrigan,Linda Fiorentino
Comedy Drama,1296,Indian Summer ,1996,172545,Nancy Meckler,Jason Flemyng,Antony Sher
Drama Romance,1297,Love Affair ,1994,43742,Glenn Gordon Caron,Warren Beatty,Annette Bening
Comedy Musical,1298,"Band Wagon, The ",1953,29376,Vincente Minnelli,Fred Astaire,Cyd Charisse
Drama Romance,1299,Penny Serenade ,1941,43795,George Stevens,Irene Dunne,Cary Grant
Drama Romance,1300,'Til There Was You ,1997,32872,Scott Winant,Sarah Jessica Parker,Jeanne Tripplehorn
Comedy,1301,Stripes ,1981,10890,Ivan Reitman,Bill Murray,Harold Ramis
Comedy,1302,Late Bloomers ,1997,413471,Kevin Pollak,Johnny Simmons,Brittany Snow
Action,1303,"Getaway, The ",1994,2087,Roger Donaldson,Alec Baldwin,Kim Basinger
Action Crime,1304,New York Cop ,1996,149445,Mark Rydell,Elliott Gould,Michael Caine
Comedy,1305,National Lampoon's Senior Trip ,1995,27993,Kelly Makin,Matt Frewer,Valerie Mahaffey
Drama,1306,Delta of Venus ,1994,38867,Zalman King,Audie England,Costas Mandylor
Documentary,1307,Carmen Miranda: Bananas Is My Business ,1994,255546,Helena Solberg,Carmen Miranda,Aurora Miranda
Comedy Drama,1308,Babyfever ,1994,188589,Henry Jaglom,Victoria Foyt,Matt Salinger
Drama,1309,"Very Natural Thing, A ",1974,44495,Christopher Larkin,Robert McLane,Curt Gareth
Drama,1310,"Walk in the Sun, A ",1945,43488,Lewis Milestone,Dana Andrews,Lloyd Bridges
Comedy Drama,1311,Waiting to Exhale ,1996,31357,Forest Whitaker,Whitney Houston,Angela Bassett
Comedy Drama,1312,"Pompatus of Love, The ",1996,85328,Richard Schenkman,Adrian Pasdar,Jon Cryer
Film-Noir Mystery Thriller,1313,Palmetto ,1998,30949,Volker Schlöndorff,Woody Harrelson,Gina Gershon
Action Adventure Thriller,1314,Surviving the Game ,1994,17585,Ernest R. Dickerson,Ice-T,Rutger Hauer
Drama Romance,1315,Inventing the Abbotts ,1997,12723,Pat O'Connor,Joaquin Phoenix,Liv Tyler
Drama,1316,"Horse Whisperer, The ",1997,547,Robert Redford,Robert Redford,Kristin Scott Thomas
Drama,1317,"Journey of August King, The ",1996,61548,John Duigan,Jason Patric,Thandie Newton
Documentary,1318,Catwalk ,1996,89333,Robert Leacock,Christy Turlington,Azzedine Alaïa
Drama,1319,"Neon Bible, The ",1996,39428,Terence Davies,Jacob Tierney,Drake Bell
Drama,1320,Homage ,1996,291731,Ross Kagan Marks,Blythe Danner,Frank Whaley
Comedy,1321,Open Season ,1996,203119,Robert Wuhl,Robert Wuhl,Tom Selleck
Comedy,1322,Metisse (Café au Lait) ,1993,47507,Mathieu Kassovitz,Vincent Cassel,Julie Mauduech
Drama,1323,"Wooden Man's Bride, The (Wu Kui) ",1994,59146,Huang Jianxin,Gu Bao-Ming,Mingjun Kao
Drama Thriller,1324,Loaded ,1996,54850,Anna Campion,Oliver Milburn,Catherine McCormack
Drama,1325,August ,1996,161070,Anthony Hopkins,Anthony Hopkins,Leslie Phillips
Drama,1326,Boys ,1996,43634,Stacy Cochran,Winona Ryder,Lukas Haas
Drama,1327,Captives ,1994,37667,Angela Pope,Julia Ormond,Tim Roth
Drama,1328,Of Love and Shadows ,1996,90148,Betty Kaplan,Jennifer Connelly,Antonio Banderas
Drama,1329,"Low Life, The ",1996,87169,George Hickenlooper,Rory Cochrane,Sean Astin
Drama,1330,An Unforgettable Summer ,1994,81949,Lucian Pintilie,Kristin Scott Thomas,Claudiu Bleonţ
Documentary,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995,-1,,,
Drama,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,1993,124306,Gérard Mordillat,Sami Frey,
Comedy Drama,1333,Midnight Dancers (Sibak) ,1994,183955,Mel Chionglo,Alex del Rosario,Soxy Topacio
Drama,1334,Somebody to Love ,1996,297451,Jose Javier Reyes,Carla Abellana,Matteo Guidicelli
Drama,1335,American Buffalo ,1996,31546,Michael Corrente,Dustin Hoffman,Dennis Franz
Children's Comedy Fantasy,1336,Kazaam ,1996,11511,Paul Michael Glaser,Shaquille O'Neal,Francis Capra
Comedy,1337,Larger Than Life ,1996,34170,Howard Franklin,Bill Murray,Tai the Elephant
Drama,1338,Two Deaths ,1996,490648,,Avery Haines,
Comedy Drama,1339,Stefano Quantestorie ,1993,69895,Maurizio Nichetti,Maurizio Nichetti,Elena Sofia Ricci
Romance,1340,"Crude Oasis, The ",1995,525936,,,
Drama,1341,Hedd Wyn ,1992,151489,Paul Turner,Huw Garmon,Catrin Fychan
Drama,1342,"Convent, The (Convento, O) ",1996,12724,Mike Mendez,Adrienne Barbeau,Joanna Canton
Drama,1343,Lotto Land ,1995,124619,John Rubino,,
Drama,1344,"Story of Xinghua, The ",1993,297645,Yin Li,Jiang Wenli,Zhang Guoli
Drama,1345,"Day the Sun Turned Cold, The (Tianguo niezi) ",1994,48144,Yim Ho,Siqin Gaowa,Tou Chung-Hua
Drama,1346,Dingo ,1992,368995,Don Featherstone,Ernie Dingo,
Drama,1347,"Ballad of Narayama, The (Narayama Bushiko) ",1958,116690,Keisuke Kinoshita,Kinuyo Tanaka,Teiji Takahashi
Drama,1348,Every Other Weekend ,1990,213917,Nicole Garcia,Nathalie Baye,Joachim Serreau
Comedy,1349,Mille bolle blu ,1993,145925,Leone Pompucci,Claudio Bigagli,Antonio Catania
Drama,1350,Crows and Sparrows ,1949,100914,Zheng Jun-Li,Huang Chung-Ying,Zhao Dan
Comedy,1351,Lover's Knot ,1996,241058,Peter Shaner,Billy Campbell,Jennifer Grey
Drama,1352,Shadow of Angels (Schatten der Engel) ,1976,10232,Daniel Schmid,Ingrid Caven,Rainer Werner Fassbinder
Romance,1353,1-900 ,1994,101230,Theo van Gogh,Ad van Kempen,Ariane Schluter
Drama,1354,Venice/Venice ,1992,11162,Michael Radford,Al Pacino,Jeremy Irons
Drama,1355,Infinity ,1996,2033,Matthew Broderick,Matthew Broderick,Patricia Arquette
Comedy,1356,Ed's Next Move ,1996,161806,John C. Walsh,Matt Ross,Catherine Curtin
Romance War,1357,For the Moment ,1994,37218,Aaron Kim Johnston,Russell Crowe,Christianne Hirt
Action,1358,The Deadly Cure ,1996,-1,,,
Drama,1359,Boys in Venice ,1996,-1,,,
Comedy,1360,"Sexual Life of the Belgians, The ",1994,116356,Jan Bucquoy,Jean-Henri Compère,Noe Francq
Comedy,1361,"Search for One-eye Jimmy, The ",1996,67365,Sam Henry Kass,Holt McCallany,Michael Badalucco
Action,1362,American Strays ,1996,136311,Michael Covert,Luke Perry,Eric Roberts
Documentary,1363,"Leopard Son, The ",1996,17642,Hugo van Lawick,John Gielgud,
Action,1364,Bird of Prey ,1996,495764,Cathy Yan,Jurnee Smollett,Mary Elizabeth Winstead
Action Drama,1365,Johnny 100 Pesos ,1993,49688,Gustavo Graef-Marino,Armando Araiza,Patricia Rivera
Documentary Drama,1366,JLG/JLG - autoportrait de décembre ,1994,-1,,,
Animation,1367,Faust ,1994,18919,Jan Švankmajer,Petr Čepek,Jan Kraus
Drama,1368,Mina Tannenbaum ,1994,86369,Martine Dugowson,Romane Bohringer,Elsa Zylberstein
Drama,1369,"Forbidden Christ, The (Cristo proibito, Il) ",1950,199512,Curzio Malaparte,Raf Vallone,Alain Cuny
Drama Thriller,1370,I Can't Sleep (J'ai pas sommeil) ,1994,482561,Guillaume Canet,Isabelle Carré,Vincent Elbaz
Comedy Horror,1371,"Machine, The ",1994,41651,Rachel Talalay,Karen Allen,Chris Mulkey
Action,1372,"Stranger, The ",1994,449599,Bill Baggs,Colin Baker,Louise Jameson
