movie_title,year,tmdb_id,movie_id,director,actor1,actor2
Selena ,1997,16052,1278,Gregory Nava,Jennifer Lopez,Edward James Olmos
Wild America ,1997,38225,1279,William Dear,Jonathan Taylor Thomas,Scott Bairstow
Gang Related ,1997,14398,1280,Jim Kouf,James Belushi,Tupac Amaru Shakur
Manny & Lo ,1996,88224,1281,Lisa Krueger,Mary Kay Place,Scarlett Johansson
"Grass Harp, The ",1996,46732,1282,Charles Matthau,Piper Laurie,Sissy Spacek
Out to Sea ,1997,18080,1283,Martha Coolidge,Jack Lemmon,Walter Matthau
Before and After ,1996,43566,1284,Barbet Schroeder,Meryl Streep,Liam Neeson
Princess Caraboo ,1994,37345,1285,Michael Austin,Jim Broadbent,Phoebe Cates
Shall We Dance? ,1937,31530,1286,Mark Sandrich,Fred Astaire,Ginger Rogers
Ed ,1996,32308,1287,Bill Couturié,Matt LeBlanc,Jack Warden
Denise Calls Up ,1996,47449,1288,Hal Salwen,Tim Daly,Caroleen Feeney
Jack and Sarah ,1996,2021,1289,Tim Sullivan,Richard E. Grant,Samantha Mathis
Country Life ,1994,124460,1290,Michael Blakemore,Greta Scacchi,Kerry Fox
Celtic Pride ,1996,23449,1291,Tom DeCerchio,Damon Wayans,Daniel Stern
"Simple Wish, A ",1997,17834,1292,Michael Ritchie,Martin Short,Kathleen Turner
Star Kid ,1998,54007,1293,Manny Coto,Joseph Mazzello,Richard Gilliland
Ayn Rand: A Sense of Life ,1998,49645,1294,Michael Paxton,,
Kicked in the Head ,1997,56651,1295,Matthew Harrison,Kevin Corrigan,Linda Fiorentino
Indian Summer ,1996,172545,1296,Nancy Meckler,Jason Flemyng,Antony Sher
Love Affair ,1994,43742,1297,Glenn Gordon Caron,Warren Beatty,Annette Bening
"Band Wagon, The ",1953,29376,1298,Vincente Minnelli,Fred Astaire,Cyd Charisse
Penny Serenade ,1941,43795,1299,George Stevens,Irene Dunne,Cary Grant
'Til There Was You ,1997,32872,1300,Scott Winant,Sarah Jessica Parker,Jeanne Tripplehorn
Stripes ,1981,10890,1301,Ivan Reitman,Bill Murray,Harold Ramis
Late Bloomers ,1997,413471,1302,Kevin Pollak,Johnny Simmons,Brittany Snow
"Getaway, The ",1994,2087,1303,Roger Donaldson,Alec Baldwin,Kim Basinger
New York Cop ,1996,149445,1304,Mark Rydell,Elliott Gould,Michael Caine
National Lampoon's Senior Trip ,1995,27993,1305,Kelly Makin,Matt Frewer,Valerie Mahaffey
Delta of Venus ,1994,38867,1306,Zalman King,Audie England,Costas Mandylor
Carmen Miranda: Bananas Is My Business ,1994,255546,1307,Helena Solberg,Carmen Miranda,Aurora Miranda
Babyfever ,1994,188589,1308,Henry Jaglom,Victoria Foyt,Matt Salinger
"Very Natural Thing, A ",1974,44495,1309,Christopher Larkin,Robert McLane,Curt Gareth
"Walk in the Sun, A ",1945,43488,1310,Lewis Milestone,Dana Andrews,Lloyd Bridges
Waiting to Exhale ,1996,31357,1311,Forest Whitaker,Whitney Houston,Angela Bassett
"Pompatus of Love, The ",1996,85328,1312,Richard Schenkman,Adrian Pasdar,Jon Cryer
Palmetto ,1998,30949,1313,Volker Schlöndorff,Woody Harrelson,Gina Gershon
Surviving the Game ,1994,17585,1314,Ernest R. Dickerson,Ice-T,Rutger Hauer
Inventing the Abbotts ,1997,12723,1315,Pat O'Connor,Joaquin Phoenix,Liv Tyler
"Horse Whisperer, The ",1997,547,1316,Robert Redford,Robert Redford,Kristin Scott Thomas
"Journey of August King, The ",1996,61548,1317,John Duigan,Jason Patric,Thandie Newton
Catwalk ,1996,89333,1318,Robert Leacock,Christy Turlington,Azzedine Alaïa
"Neon Bible, The ",1996,39428,1319,Terence Davies,Jacob Tierney,Drake Bell
Homage ,1996,291731,1320,Ross Kagan Marks,Blythe Danner,Frank Whaley
Open Season ,1996,203119,1321,Robert Wuhl,Robert Wuhl,Tom Selleck
Metisse (Café au Lait) ,1993,47507,1322,Mathieu Kassovitz,Vincent Cassel,Julie Mauduech
"Wooden Man's Bride, The (Wu Kui) ",1994,59146,1323,Huang Jianxin,Gu Bao-Ming,Mingjun Kao
Loaded ,1996,54850,1324,Anna Campion,Oliver Milburn,Catherine McCormack
August ,1996,161070,1325,Anthony Hopkins,Anthony Hopkins,Leslie Phillips
Boys ,1996,43634,1326,Stacy Cochran,Winona Ryder,Lukas Haas
Captives ,1994,37667,1327,Angela Pope,Julia Ormond,Tim Roth
Of Love and Shadows ,1996,90148,1328,Betty Kaplan,Jennifer Connelly,Antonio Banderas
"Low Life, The ",1996,87169,1329,George Hickenlooper,Rory Cochrane,Sean Astin
An Unforgettable Summer ,1994,81949,1330,Lucian Pintilie,Kristin Scott Thomas,Claudiu Bleonţ
"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995,-1,1331,,,
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,1993,124306,1332,Gérard Mordillat,Sami Frey,
Midnight Dancers (Sibak) ,1994,183955,1333,Mel Chionglo,Alex del Rosario,Soxy Topacio
Somebody to Love ,1996,297451,1334,Jose Javier Reyes,Carla Abellana,Matteo Guidicelli
American Buffalo ,1996,31546,1335,Michael Corrente,Dustin Hoffman,Dennis Franz
Kazaam ,1996,11511,1336,Paul Michael Glaser,Shaquille O'Neal,Francis Capra
Larger Than Life ,1996,34170,1337,Howard Franklin,Bill Murray,Tai the Elephant
Two Deaths ,1996,490648,1338,,Avery Haines,
Stefano Quantestorie ,1993,69895,1339,Maurizio Nichetti,Maurizio Nichetti,Elena Sofia Ricci
"Crude Oasis, The ",1995,525936,1340,,,
Hedd Wyn ,1992,151489,1341,Paul Turner,Huw Garmon,Catrin Fychan
"Convent, The (Convento, O) ",1996,12724,1342,Mike Mendez,Adrienne Barbeau,Joanna Canton
Lotto Land ,1995,124619,1343,John Rubino,,
"Story of Xinghua, The ",1993,297645,1344,Yin Li,Jiang Wenli,Zhang Guoli
"Day the Sun Turned Cold, The (Tianguo niezi) ",1994,48144,1345,Yim Ho,Siqin Gaowa,Tou Chung-Hua
Dingo ,1992,368995,1346,Don Featherstone,Ernie Dingo,
"Ballad of Narayama, The (Narayama Bushiko) ",1958,116690,1347,Keisuke Kinoshita,Kinuyo Tanaka,Teiji Takahashi
Every Other Weekend ,1990,213917,1348,Nicole Garcia,Nathalie Baye,Joachim Serreau
Mille bolle blu ,1993,145925,1349,Leone Pompucci,Claudio Bigagli,Antonio Catania
Crows and Sparrows ,1949,100914,1350,Zheng Jun-Li,Huang Chung-Ying,Zhao Dan
Lover's Knot ,1996,241058,1351,Peter Shaner,Billy Campbell,Jennifer Grey
Shadow of Angels (Schatten der Engel) ,1976,10232,1352,Daniel Schmid,Ingrid Caven,Rainer Werner Fassbinder
1-900 ,1994,101230,1353,Theo van Gogh,Ad van Kempen,Ariane Schluter
Venice/Venice ,1992,11162,1354,Michael Radford,Al Pacino,Jeremy Irons
Infinity ,1996,2033,1355,Matthew Broderick,Matthew Broderick,Patricia Arquette
Ed's Next Move ,1996,161806,1356,John C. Walsh,Matt Ross,Catherine Curtin
For the Moment ,1994,37218,1357,Aaron Kim Johnston,Russell Crowe,Christianne Hirt
The Deadly Cure ,1996,-1,1358,,,
Boys in Venice ,1996,-1,1359,,,
"Sexual Life of the Belgians, The ",1994,116356,1360,Jan Bucquoy,Jean-Henri Compère,Noe Francq
"Search for One-eye Jimmy, The ",1996,67365,1361,Sam Henry Kass,Holt McCallany,Michael Badalucco
American Strays ,1996,136311,1362,Michael Covert,Luke Perry,Eric Roberts
"Leopard Son, The ",1996,17642,1363,Hugo van Lawick,John Gielgud,
Bird of Prey ,1996,495764,1364,Cathy Yan,Jurnee Smollett,Mary Elizabeth Winstead
Johnny 100 Pesos ,1993,49688,1365,Gustavo Graef-Marino,Armando Araiza,Patricia Rivera
JLG/JLG - autoportrait de décembre ,1994,-1,1366,,,
Faust ,1994,18919,1367,Jan Švankmajer,Petr Čepek,Jan Kraus
Mina Tannenbaum ,1994,86369,1368,Martine Dugowson,Romane Bohringer,Elsa Zylberstein
"Forbidden Christ, The (Cristo proibito, Il) ",1950,199512,1369,Curzio Malaparte,Raf Vallone,Alain Cuny
I Can't Sleep (J'ai pas sommeil) ,1994,482561,1370,Guillaume Canet,Isabelle Carré,Vincent Elbaz
"Machine, The ",1994,41651,1371,Rachel Talalay,Karen Allen,Chris Mulkey
"Stranger, The ",1994,449599,1372,Bill Baggs,Colin Baker,Louise Jameson
Good Morning ,1971,243351,1373,Ken Greenwald,Vern Rowe,Roger Carroll
Falling in Love Again ,1980,66597,1374,Steven Paul,Elliott Gould,Susannah York
"Cement Garden, The ",1993,14832,1375,Andrew Birkin,Andrew Robertson,Charlotte Gainsbourg
Meet Wally Sparks ,1997,40506,1376,Peter Baldwin,Rodney Dangerfield,Debi Mazar
Hotel de Love ,1997,58911,1377,Craig Rosenberg,Aden Young,Saffron Burrows
Rhyme & Reason ,1997,90928,1378,Peter Spirer,Dr. Dre,Nas
Love and Other Catastrophes ,1997,76996,1379,Emma-Kate Croghan,Matt Day,Matthew Dyktynski
Hollow Reed ,1997,93946,1380,Angela Pope,Martin Donovan,Ian Hart
Losing Chase ,1996,109614,1381,Kevin Bacon,Helen Mirren,Kyra Sedgwick
"Bonheur, Le ",1997,556108,1382,Gaston Roudès,,
"Second Jungle Book: Mowgli & Baloo, The ",1997,50850,1383,Duncan McLachlan,Gulshan Grover,Jamie Williams
Squeeze ,1997,49235,1384,Robert Patton-Spruill,Tyrone Burton,Eddie Cutanda
Roseanna's Grave (For Roseanna) ,1997,65889,1385,Paul Weiland,Jean Reno,Mercedes Ruehl
Tetsuo II: Body Hammer ,1997,17991,1386,Shinya Tsukamoto,Tomorowo Taguchi,Shinya Tsukamoto
Fall ,1997,37567,1387,Eric Schaeffer,Francie Swift,Jose Yenque
Gabbeh ,1997,43771,1388,Mohsen Makhmalbaf,Shaghayeh Djodat,Abbas Sayah
Mondo ,1997,479037,1389,Goran Rušinović,Sven Medvešek,Nataša Dorčić
"Innocent Sleep, The ",1997,249358,1390,Scott Michell,Rupert Graves,Annabella Sciorra
For Ever Mozart ,1997,111367,1391,Jean-Luc Godard,Madeleine Assas,Ghalia Lacroix
"Locusts, The ",1997,75250,1392,John Patrick Kelley,Kate Capshaw,Jeremy Davies
Stag ,1997,36434,1393,Gavin Wilding,Mario Van Peebles,Jerry Stiller
Swept from the Sea ,1997,1959,1394,Beeban Kidron,Rachel Weisz,Vincent Pérez
Hurricane Streets ,1998,125052,1395,Morgan J. Freeman,Brendan Sexton III,Antoine McLean
Stonewall ,1996,273899,1396,Roland Emmerich,Jeremy Irvine,Jonny Beauchamp
Of Human Bondage ,1934,43905,1397,John Cromwell,Leslie Howard,Bette Davis
Anna ,1996,268135,1398,Eric Rochant,Charlotte Gainsbourg,Gérard Lanvin
Stranger in the House ,1997,191874,1399,Rodney Gibbons,Michele Greene,Bruce Dinsmore
Picture Bride ,1995,30304,1400,Kayo Hatta,Youki Kudoh,Akira Takayama
M. Butterfly ,1993,1413,1401,David Cronenberg,Jeremy Irons,John Lone
"Ciao, Professore! ",1993,23637,1402,Lina Wertmüller,Paolo Villaggio,Paolo Bonacelli
Caro Diario (Dear Diary) ,1994,25403,1403,Nanni Moretti,Nanni Moretti,Renato Carpentieri
Withnail and I ,1987,13446,1404,Bruce Robinson,Richard E. Grant,Paul McGann
Boy's Life 2 ,1997,8092,1405,Michael Caton-Jones,Robert De Niro,Leonardo DiCaprio
When Night Is Falling ,1995,8391,1406,Patricia Rozema,Pascale Bussières,Rachael Crawford
"Specialist, The ",1994,2636,1407,Luis Llosa,Sylvester Stallone,Sharon Stone
Gordy ,1995,47867,1408,Mark Lewis,Doug Stone,Kristy Young
"Swan Princess, The ",1994,22586,1409,Richard Rich,Michelle Nicastro,Howard McGillin
Harlem ,1993,9085,1410,Eddie Murphy,Eddie Murphy,Richard Pryor
Barbarella ,1968,8069,1411,Roger Vadim,Jane Fonda,John Phillip Law
Land Before Time III: The Time of the Great Giving (199,1995,19004,1412,Roy Allen Smith,Scott McAfee,Candace Hutson
Street Fighter ,1994,11667,1413,Steven E. de Souza,Jean-Claude Van Damme,Raúl Juliá
Coldblooded ,1995,32502,1414,Wallace Wolodarsky,Michael J. Fox,Jason Priestley
"Next Karate Kid, The ",1994,11231,1415,Christopher Cain,Pat Morita,Hilary Swank
No Escape ,1994,10447,1416,Martin Campbell,Ray Liotta,Lance Henriksen
"Turning, The ",1997,61280,1417,Herbert Ross,Anne Bancroft,Shirley MacLaine
"Joy Luck Club, The ",1993,19931,1418,Wayne Wang,Ming-Na Wen,Lauren Tom
Highlander III: The Sorcerer ,1994,8011,1419,Andrew Morahan,Christopher Lambert,Mario Van Peebles
Gilligan's Island: The Movie ,1997,-1,1420,,,
My Crazy Life (Mi vida loca) ,1993,32325,1421,Allison Anders,Angel Aviles,Seidy López
Suture ,1993,87078,1422,Scott McGehee,Dennis Haysbert,Michael Harris
"Walking Dead, The ",1995,95963,1423,Preston A. Whitmore II,Allen Payne,Eddie Griffin
I Like It Like That ,1994,48992,1424,Darnell Martin,Lauren Vélez,Jon Seda
I'll Do Anything ,1994,106143,1425,James L. Brooks,Nick Nolte,Woody Harrelson
Grace of My Heart ,1996,58985,1426,Allison Anders,Illeana Douglas,John Turturro
Drunks ,1996,8051,1427,Paul Thomas Anderson,Adam Sandler,Emily Watson
SubUrbia ,1997,28059,1428,Richard Linklater,Jayce Bartok,Amie Carey
Sliding Doors ,1998,10215,1429,Peter Howitt,Gwyneth Paltrow,John Hannah
Ill Gotten Gains ,1997,102406,1430,,,
Legal Deceit ,1997,531591,1431,,Lela Rochon,Jeffrey Dean Morgan
"Mighty, The ",1998,9821,1432,Peter Chelsom,Sharon Stone,Elden Henson
Men of Means ,1997,216794,1433,George Mendeluk,Michael Paré,Kaela Dobkin
Shooting Fish ,1998,25719,1434,Stefan Schwartz,Dan Futterman,Stuart Townsend
"Steal Big, Steal Little ",1995,78406,1435,Andrew Davis,Andy García,Alan Arkin
Mr. Jones ,1993,2625,1436,Mike Figgis,Richard Gere,Lena Olin
House Party 3 ,1994,16097,1437,Eric Meza,Bernie Mac,Chris Tucker
Panther ,1995,41478,1438,Mario Van Peebles,Kadeem Hardison,Bokeem Woodbine
Jason's Lyric ,1994,22067,1439,Doug McHenry,Allen Payne,Jada Pinkett Smith
Above the Rim ,1994,19092,1440,Jeff Pollack,Duane Martin,Tupac Amaru Shakur
Moonlight and Valentino ,1995,68274,1441,David Anspaugh,Elizabeth Perkins,Gwyneth Paltrow
"Scarlet Letter, The ",1995,10533,1442,Roland Joffé,Demi Moore,Gary Oldman
8 Seconds ,1994,18069,1443,John G. Avildsen,Luke Perry,Stephen Baldwin
That Darn Cat! ,1965,20723,1444,Robert Stevenson,Hayley Mills,Dean Jones
Ladybird Ladybird ,1994,49980,1445,Ken Loach,Crissy Rock,Vladimir Vega
"Bye Bye, Love ",1995,30528,1446,Sam Weisman,Matthew Modine,Randy Quaid
Century ,1993,261246,1447,Stephen Poliakoff,Charles Dance,Clive Owen
My Favorite Season ,1996,52873,1448,André Téchiné,Daniel Auteuil,Marthe Villalonga
Pather Panchali ,1996,5801,1449,Satyajit Ray,Kanu Bannerjee,Karuna Bannerjee
Golden Earrings ,1947,121357,1450,Mitchell Leisen,Ray Milland,Marlene Dietrich
Foreign Correspondent ,1940,25670,1451,Alfred Hitchcock,Joel McCrea,Laraine Day
Lady of Burlesque ,1943,50001,1452,William A. Wellman,Barbara Stanwyck,Michael O'Shea
Angel on My Shoulder ,1946,22688,1453,Archie Mayo,Paul Muni,Anne Baxter
Angel and the Badman ,1947,22356,1454,James Edward Grant,John Wayne,Gail Russell
"Outlaw, The ",1943,22613,1455,Howard Hughes,Jane Russell,Jack Buetel
Beat the Devil ,1954,22733,1456,John Huston,Humphrey Bogart,Jennifer Jones
Love Is All There Is ,1996,55058,1457,Joseph Bologna,Angelina Jolie,Lainie Kazan
"Damsel in Distress, A ",1937,66473,1458,George Stevens,Fred Astaire,George Burns
Madame Butterfly ,1996,52356,1459,Marion Gering,Sylvia Sidney,Cary Grant
Sleepover ,1996,9893,1460,Joe Nussbaum,Alexa PenaVega,Mika Boorem
Here Comes Cookie ,1935,218713,1461,Norman Z. McLeod,George Burns,Gracie Allen
"Thieves (Voleurs, Les) ",1996,449443,1462,Christian Gudegast,Gerard Butler,Pablo Schreiber
"Boys, Les ",1997,42832,1463,Louis Saïa,Marc Messier,Rémy Girard
"Stars Fell on Henrietta, The ",1995,139408,1464,James Keach,Robert Duvall,Aidan Quinn
Last Summer in the Hamptons ,1995,188588,1465,Henry Jaglom,Victoria Foyt,Viveca Lindfors
Margaret's Museum ,1995,71754,1466,Mort Ransen,Helena Bonham Carter,Clive Russell
"Saint of Fort Washington, The ",1993,56583,1467,Tim Hunter,Danny Glover,Matt Dillon
"Cure, The ",1995,6715,1468,Peter Horton,Brad Renfro,Joseph Mazzello
Tom and Huck ,1995,45325,1469,Peter Hewitt,Jonathan Taylor Thomas,Brad Renfro
Gumby: The Movie ,1995,43475,1470,Art Clokey,Dal McKennon,Art Clokey
Hideaway ,1995,27303,1471,Brett Leonard,Jeff Goldblum,Christine Lahti
"Visitors, The (Visiteurs, Les) ",1996,494680,1472,Paakhi A. Tyrewala,Ishika Gurung,Anmol Limbu
"Little Princess, The ",1939,26531,1473,Walter Lang,Shirley Temple,Richard Greene
Nina Takes a Lover ,1994,131957,1474,Alan Jacobs,Laura San Giacomo,Michael O'Keefe
Bhaji on the Beach ,1993,14587,1475,Gurinder Chadha,Kim Vithana,Jimmi Harkishin
Raw Deal ,1948,26167,1476,Anthony Mann,Dennis O'Keefe,Claire Trevor
Nightwatch ,1997,2212,1477,Ole Bornedal,Ewan McGregor,Patricia Arquette
Dead Presidents ,1995,11443,1478,Albert Hughes,Larenz Tate,Keith David
Reckless ,1995,58372,1479,Norman René,Mia Farrow,Tony Goldwyn
Herbie Rides Again ,1974,10869,1480,Robert Stevenson,Helen Hayes,Ken Berry
S.F.W. ,1994,29444,1481,Jefery Levy,Stephen Dorff,Reese Witherspoon
"Gate of Heavenly Peace, The ",1996,52059,1482,Carma Hinton,,
"Man in the Iron Mask, The ",1998,9313,1483,Randall Wallace,Leonardo DiCaprio,Jeremy Irons
"Jerky Boys, The ",1994,18713,1484,James Melkonian,John G. Brennan,Kamal Ahmed
"Colonel Chabert, Le ",1994,41580,1485,Yves Angelo,Gérard Depardieu,Fanny Ardant
Girl in the Cadillac ,1995,278939,1486,Lucas Platt,Erika Eleniak,William McNamara
Even Cowgirls Get the Blues ,1993,34444,1487,Gus Van Sant,Uma Thurman,Lorraine Bracco
Germinal ,1993,51980,1488,Claude Berri,Miou-Miou,Gérard Depardieu
Chasers ,1994,24405,1489,Dennis Hopper,Tom Berenger,William McNamara
Fausto ,1993,349394,1490,Rémy Duchemin,Jean Yanne,Ken Higelin
Tough and Deadly ,1995,80350,1491,Steve Cohen,Roddy Piper,Billy Blanks
Window to Paris ,1994,41043,1492,Yuri Mamin,Viktor Mikhaylov,Nina Usatova
"Modern Affair, A ",1996,123505,1493,,Lisa Eichhorn,Stanley Tucci
"Mostro, Il ",1996,336845,1494,Alex Kalymnios,Taryn Manning,Raymond Cruz
Flirt ,1996,2074,1495,David O. Russell,Ben Stiller,Patricia Arquette
Carpool ,1996,23945,1496,Arthur Hiller,Tom Arnold,David Paymer
"Line King: Al Hirschfeld, The ",1996,124829,1497,Susan W. Dryfoos,Al Hirschfeld,Lauren Bacall
Farmer & Chase ,1997,65753,1498,Laurent Boutonnat,Mylène Farmer,Valérie Bony
Grosse Fatigue ,1994,64567,1499,Michel Blanc,Michel Blanc,Philippe Noiret
Santa with Muscles ,1996,31388,1500,John Murlowski,Hulk Hogan,Mila Kunis
Prisoner of the Mountains (Kavkazsky Plennik) ,1997,55936,1501,Sergei Bodrov,Oleg Menshikov,Sergei Bodrov Jr.
Naked in New York ,1994,11800,1502,Daniel Algrant,Eric Stoltz,Mary-Louise Parker
Gold Diggers: The Secret of Bear Mountain ,1995,35645,1503,Kevin James Dobson,Christina Ricci,Anna Chlumsky
"Bewegte Mann, Der ",1996,159,1504,Sönke Wortmann,Til Schweiger,Katja Riemann
Killer: A Journal of Murder ,1996,59569,1505,Tim Metcalfe,James Woods,Robert Sean Leonard
Nelly & Monsieur Arnaud ,1996,12652,1506,Claude Sautet,Emmanuelle Béart,Michel Serrault
Three Lives and Only One Death ,1996,55049,1507,Raúl Ruiz,Marcello Mastroianni,Anna Galiena
"Babysitter, The ",1995,37141,1508,Guy Ferland,Alicia Silverstone,Jeremy London
Getting Even with Dad ,1994,41579,1509,Howard Deutch,Macaulay Culkin,Ted Danson
Mad Dog Time ,1996,66034,1510,Larry Bishop,Richard Dreyfuss,Ellen Barkin
Children of the Revolution ,1997,9977,1511,Peter Duncan,Judy Davis,Sam Neill
"World of Apu, The (Apur Sansar) ",1996,896,1512,Satyajit Ray,Soumitra Chatterjee,Sharmila Tagore
Sprung ,1997,60082,1513,Rusty Cundieff,Tisha Campbell-Martin,Paula Jai Parker
Dream With the Fishes ,1997,47686,1514,Finn Taylor,David Arquette,Brad Hunt
Wings of Courage ,1995,78802,1515,Jean-Jacques Annaud,Craig Sheffer,Elizabeth McGovern
"Wedding Gift, The ",1994,53185,1516,Richard Loncraine,Julie Walters,Jim Broadbent
Race the Sun ,1996,55731,1517,Charles T. Kanganis,Halle Berry,James Belushi
Losing Isaiah ,1995,28313,1518,Stephen Gyllenhaal,Jessica Lange,Halle Berry
New Jersey Drive ,1995,39310,1519,Nick Gomez,Sharron Corley,Donald Faison
"Fear, The ",1995,75555,1520,Vincent Robert,Eddie Bowz,Heather Medway
Mr. Wonderful ,1993,31911,1521,Anthony Minghella,Matt Dillon,Annabella Sciorra
Trial by Jury ,1994,41590,1522,Heywood Gould,William Hurt,Joanne Whalley
"Good Man in Africa, A ",1994,41006,1523,Bruce Beresford,Colin Friels,Sean Connery
Kaspar Hauser ,1996,12632,1524,Peter Sehr,André Eisermann,Udo Samel
"Object of My Affection, The ",1998,17127,1525,Nicholas Hytner,Jennifer Aniston,Paul Rudd
Witness ,1985,9281,1526,Peter Weir,Harrison Ford,Kelly McGillis
Senseless ,1998,12538,1527,Penelope Spheeris,Marlon Wayans,David Spade
Nowhere ,1997,1811,1528,Gregg Araki,James Duval,Rachel True
Underground ,1996,11902,1529,Emir Kusturica,Miki Manojlović,Lazar Ristovski
Jefferson in Paris ,1995,87729,1530,James Ivory,Nick Nolte,Greta Scacchi
Far From Home: The Adventures of Yellow Dog ,1995,27985,1531,Phillip Borsos,Mimi Rogers,Jesse Bradford
Foreign Student ,1994,95743,1532,Eva Sereny,Robin Givens,Marco Hofschneider
I Don't Want to Talk About It (De eso no se habla) ,1993,124304,1533,María Luisa Bemberg,Marcello Mastroianni,Luisina Brando
Twin Town ,1997,15321,1534,Kevin Allen,Rhys Ifans,Llŷr Ifans
"Enfer, L' ",1994,17961,1535,Claude Chabrol,Emmanuelle Béart,François Cluzet
Aiqing wansui ,1996,-1,1536,,,
Cosi ,1997,90214,1537,Mark Joffe,Ben Mendelsohn,Barry Otto
All Over Me ,1997,12793,1538,Alex Sichel,Alison Folland,Tara Subkoff
Being Human ,1993,46924,1539,Bill Forsyth,Robin Williams,Maudie Johnson
"Amazing Panda Adventure, The ",1995,30765,1540,Christopher Cain,Stephen Lang,Ryan Slater
"Beans of Egypt, Maine, The ",1994,218473,1541,Jennifer Warren,Martha Plimpton,Kelly Lynch
"Scarlet Letter, The ",1926,85638,1542,Victor Sjöström,Lillian Gish,Lars Hanson
Johns ,1996,56830,1543,Scott Silver,David Arquette,Lukas Haas
It Takes Two ,1995,33689,1544,Andy Tennant,Kirstie Alley,Steve Guttenberg
Frankie Starlight ,1995,73067,1545,Michael Lindsay-Hogg,Matt Dillon,Corban Walker
Shadows (Cienie) ,1988,15484,1546,John Cassavetes,Ben Carruthers,Lelia Goldoni
"Show, The ",1995,16115,1547,John McColgan,Michael Flatley,Jean Butler
The Courtyard ,1995,224516,1548,Fred Walton,Mädchen Amick,Andrew McCarthy
Dream Man ,1995,61813,1549,René Bonnière,Patsy Kensit,Bruce Greenwood
Destiny Turns on the Radio ,1995,62488,1550,Jack Baran,Dylan McDermott,Nancy Travis
"Glass Shield, The ",1994,72031,1551,Charles Burnett,Ice Cube,Lori Petty
"Hunted, The ",1995,32631,1552,J. F. Lawton,Christopher Lambert,John Lone
"Underneath, The ",1995,36141,1553,Steven Soderbergh,Peter Gallagher,Alison Elliott
Safe Passage ,1994,49803,1554,Robert Allan Ackerman,Susan Sarandon,Nick Stahl
"Secret Adventures of Tom Thumb, The ",1993,18242,1555,Dave Borthwick,Nick Upton,Deborah Collard
Condition Red ,1995,340210,1556,Mika Kaurismäki,James Russo,Cynda Williams
Yankee Zulu ,1996,16417,1557,Gray Hofmeyr,Leon Schuster,John Matshikiza
Aparajito ,1996,197837,1558,,,
Hostile Intentions ,1994,288173,1559,Catherine Cyran,Tia Carrere,Rigg Kennedy
Clean Slate (Coup de Torchon) ,1981,18658,1560,Mick Jackson,Dana Carvey,Valeria Golino
Tigrero: A Film That Was Never Made ,1994,88030,1561,Mika Kaurismäki,Jim Jarmusch,Samuel Fuller
"Eye of Vichy, The (Oeil de Vichy, L') ",1993,185191,1562,Claude Chabrol,,
"Promise, The (Versprechen, Das) ",1994,354859,1563,Terry George,Oscar Isaac,Charlotte Le Bon
To Cross the Rubicon ,1991,277270,1564,Barry Caillier,Billy Burke,Jeffrey Dean Morgan
Daens ,1992,44103,1565,Stijn Coninx,Jan Decleir,Gérard Desarthe
"Man from Down Under, The ",1943,245268,1566,Robert Z. Leonard,Charles Laughton,Binnie Barnes
Careful ,1992,55613,1567,Guy Maddin,Kyle McCulloch,Gosia Dobrowolska
Vermont Is For Lovers ,1992,215107,1568,John O'Brien,George Thrush,Marya Cohn
"Vie est belle, La (Life is Rosey) ",1987,202425,1569,Mwezé Ngangura,Papa Wemba,Landu Nzunzimbu Matshia
Quartier Mozart ,1992,196940,1570,Jean-Pierre Bekolo,,
Touki Bouki (Journey of the Hyena) ,1973,77771,1571,Djibril Diop Mambéty,Magaye Niang,Aminata Fall
Wend Kuuni (God's Gift) ,1982,181083,1572,Gaston Kaboré,Serge Yanogo,Rosine Yanogo
Spirits of the Dead (Tre passi nel delirio) ,1968,41225,1573,Federico Fellini,Brigitte Bardot,Alain Delon
Pharaoh's Army ,1995,87190,1574,Robby Henson,Chris Cooper,Patricia Clarkson
"I, Worst of All (Yo, la peor de todas) ",1990,123763,1575,María Luisa Bemberg,Assumpta Serna,Dominique Sanda
"Hungarian Fairy Tale, A ",1987,42005,1576,Gazdag Gyula,,
"Death in the Garden (Mort en ce jardin, La) ",1956,121030,1577,Sauro Scavolini,Peter Lee Lawrence,Erika Blanc
"Collectionneuse, La ",1967,4837,1578,Éric Rohmer,Patrick Bauchau,Haydée Politoff
Baton Rouge ,1988,253632,1579,Rafael Moleón,Victoria Abril,Antonio Banderas
Liebelei ,1933,43596,1580,Max Ophüls,Paul Hörbiger,Magda Schneider
"Woman in Question, The ",1950,27256,1581,Anthony Asquith,Jean Kent,Dirk Bogarde
T-Men ,1947,26174,1582,Anthony Mann,Dennis O'Keefe,Mary Meade
"Invitation, The (Zaproszenie) ",1986,306947,1583,Karyn Kusama,Logan Marshall-Green,Tammy Blanchard
"Symphonie pastorale, La ",1946,117500,1584,Jean Delannoy,Michèle Morgan,Pierre Blanchar
American Dream ,1990,41326,1585,Barbara Kopple,,
Lashou shentan ,1992,-1,1586,,,
Terror in a Texas Town ,1958,46681,1587,Joseph H. Lewis,Sterling Hayden,Sebastian Cabot
